
============================================================
  Análisis léxico de: manual_cases/input/high_massive.txt
============================================================

  TOKEN                   LEXEMA                  POSICIÓN
  LBRACE                  '{'                     L4737:C21
  BREAK                   'break'                 L4738:C13
  SEMI                    ';'                     L4738:C18
  RBRACE                  '}'                     L4739:C9
  RBRACE                  '}'                     L4740:C5
  T_INT                   'int'                   L4742:C5
  ID                      'result'                L4742:C9
  ASSIGN                  '='                     L4742:C16
  ID                      'factorial'             L4742:C18
  LPAREN                  '('                     L4742:C27
  INT_LIT                 '5'                     L4742:C28
  RPAREN                  ')'                     L4742:C29
  SEMI                    ';'                     L4742:C30
  ID                      'Point'                 L4743:C5
  ID                      'p'                     L4743:C11
  SEMI                    ';'                     L4743:C12
  ID                      'p'                     L4744:C5
  DOT                     '.'                     L4744:C6
  ID                      'x'                     L4744:C7
  ASSIGN                  '='                     L4744:C9
  ID                      'result'                L4744:C11
  SEMI                    ';'                     L4744:C17
  ID                      'p'                     L4745:C5
  DOT                     '.'                     L4745:C6
  ID                      'y'                     L4745:C7
  ASSIGN                  '='                     L4745:C9
  ID                      'counter'               L4745:C11
  SEMI                    ';'                     L4745:C18
  ID                      'bool'                  L4747:C5
  ID                      'flag'                  L4747:C10
  ASSIGN                  '='                     L4747:C15
  TRUE                    'true'                  L4747:C17
  SEMI                    ';'                     L4747:C21
  IF                      'if'                    L4748:C5
  LPAREN                  '('                     L4748:C8
  NOT                     '!'                     L4748:C9
  ID                      'flag'                  L4748:C10
  OR                      '||'                    L4748:C15
  ID                      'result'                L4748:C18
  EQ                      '=='                    L4748:C25
  NULL_KW                 'null'                  L4748:C28
  RPAREN                  ')'                     L4748:C32
  LBRACE                  '{'                     L4748:C34
  RETURN                  'return'                L4749:C9
  INT_LIT                 '0'                     L4749:C16
  SEMI                    ';'                     L4749:C17
  RBRACE                  '}'                     L4750:C5
  T_INT                   'int'                   L4752:C5
  ID                      'shifted'               L4752:C9
  ASSIGN                  '='                     L4752:C17
  ID                      'x'                     L4752:C19
  LSHIFT                  '<<'                    L4752:C21
  INT_LIT                 '2'                     L4752:C24
  SEMI                    ';'                     L4752:C25
  ID                      'shifted'               L4753:C5
  ASSIGN                  '='                     L4753:C13
  ID                      'shifted'               L4753:C15
  RSHIFT                  '>>'                    L4753:C23
  INT_LIT                 '1'                     L4753:C26
  SEMI                    ';'                     L4753:C27
  RETURN                  'return'                L4755:C5
  ID                      'result'                L4755:C12
  SEMI                    ';'                     L4755:C18
  RBRACE                  '}'                     L4756:C1
  STRUCT                  'struct'                L4758:C1
  ID                      'Point'                 L4758:C8
  LBRACE                  '{'                     L4758:C14
  T_INT                   'int'                   L4759:C5
  ID                      'x'                     L4759:C9
  SEMI                    ';'                     L4759:C10
  T_INT                   'int'                   L4760:C5
  ID                      'y'                     L4760:C9
  SEMI                    ';'                     L4760:C10
  RBRACE                  '}'                     L4761:C1
  SEMI                    ';'                     L4761:C2
  CONST                   'const'                 L4763:C1
  T_FLOAT                 'float'                 L4763:C7
  ID                      'PI'                    L4763:C13
  ASSIGN                  '='                     L4763:C16
  FLOAT_LIT               '3.14'                  L4763:C18
  SEMI                    ';'                     L4763:C22
  T_INT                   'int'                   L4764:C1
  ID                      'counter'               L4764:C5
  ASSIGN                  '='                     L4764:C13
  INT_LIT                 '0'                     L4764:C15
  SEMI                    ';'                     L4764:C16
  T_INT                   'int'                   L4765:C1
  ID                      'arr'                   L4765:C5
  LBRACKET                '['                     L4765:C8
  INT_LIT                 '10'                    L4765:C9
  RBRACKET                ']'                     L4765:C11
  SEMI                    ';'                     L4765:C12
  T_VOID                  'void'                  L4767:C1
  ID                      'swap'                  L4767:C6
  LPAREN                  '('                     L4767:C10
  T_INT                   'int'                   L4767:C11
  ID                      'a'                     L4767:C15
  COMMA                   ','                     L4767:C16
  T_INT                   'int'                   L4767:C18
  ID                      'b'                     L4767:C22
  RPAREN                  ')'                     L4767:C23
  LBRACE                  '{'                     L4767:C25
  T_INT                   'int'                   L4768:C5
  ID                      'temp'                  L4768:C9
  ASSIGN                  '='                     L4768:C14
  ID                      'a'                     L4768:C16
  SEMI                    ';'                     L4768:C17
  ID                      'a'                     L4769:C5
  ASSIGN                  '='                     L4769:C7
  ID                      'b'                     L4769:C9
  SEMI                    ';'                     L4769:C10
  ID                      'b'                     L4770:C5
  ASSIGN                  '='                     L4770:C7
  ID                      'temp'                  L4770:C9
  SEMI                    ';'                     L4770:C13
  RBRACE                  '}'                     L4771:C1
  T_INT                   'int'                   L4773:C1
  ID                      'factorial'             L4773:C5
  LPAREN                  '('                     L4773:C14
  T_INT                   'int'                   L4773:C15
  ID                      'n'                     L4773:C19
  RPAREN                  ')'                     L4773:C20
  LBRACE                  '{'                     L4773:C22
  IF                      'if'                    L4774:C5
  LPAREN                  '('                     L4774:C8
  ID                      'n'                     L4774:C9
  LEQ                     '<='                    L4774:C11
  INT_LIT                 '1'                     L4774:C14
  RPAREN                  ')'                     L4774:C15
  LBRACE                  '{'                     L4774:C17
  RETURN                  'return'                L4775:C9
  INT_LIT                 '1'                     L4775:C16
  SEMI                    ';'                     L4775:C17
  RBRACE                  '}'                     L4776:C5
  RETURN                  'return'                L4777:C5
  ID                      'n'                     L4777:C12
  TIMES                   '*'                     L4777:C14
  ID                      'factorial'             L4777:C16
  LPAREN                  '('                     L4777:C25
  ID                      'n'                     L4777:C26
  MINUS                   '-'                     L4777:C28
  INT_LIT                 '1'                     L4777:C30
  RPAREN                  ')'                     L4777:C31
  SEMI                    ';'                     L4777:C32
  RBRACE                  '}'                     L4778:C1
  T_INT                   'int'                   L4780:C1
  ID                      'main'                  L4780:C5
  LPAREN                  '('                     L4780:C9
  RPAREN                  ')'                     L4780:C10
  LBRACE                  '{'                     L4780:C12
  T_INT                   'int'                   L4781:C5
  ID                      'x'                     L4781:C9
  ASSIGN                  '='                     L4781:C11
  HEX_LIT                 '0xFF'                  L4781:C13
  SEMI                    ';'                     L4781:C17
  T_INT                   'int'                   L4782:C5
  ID                      'y'                     L4782:C9
  ASSIGN                  '='                     L4782:C11
  INT_LIT                 '42'                    L4782:C13
  SEMI                    ';'                     L4782:C15
  T_FLOAT                 'float'                 L4783:C5
  ID                      'z'                     L4783:C11
  ASSIGN                  '='                     L4783:C13
  FLOAT_LIT               '1.5'                   L4783:C15
  SEMI                    ';'                     L4783:C18
  FOR                     'for'                   L4785:C5
  LPAREN                  '('                     L4785:C9
  T_INT                   'int'                   L4785:C10
  ID                      'i'                     L4785:C14
  ASSIGN                  '='                     L4785:C16
  INT_LIT                 '0'                     L4785:C18
  SEMI                    ';'                     L4785:C19
  ID                      'i'                     L4785:C21
  LT                      '<'                     L4785:C23
  INT_LIT                 '10'                    L4785:C25
  SEMI                    ';'                     L4785:C27
  ID                      'i'                     L4785:C29
  INC                     '++'                    L4785:C30
  RPAREN                  ')'                     L4785:C32
  LBRACE                  '{'                     L4785:C34
  ID                      'arr'                   L4786:C9
  LBRACKET                '['                     L4786:C12
  ID                      'i'                     L4786:C13
  RBRACKET                ']'                     L4786:C14
  ASSIGN                  '='                     L4786:C16
  ID                      'i'                     L4786:C18
  TIMES                   '*'                     L4786:C20
  INT_LIT                 '2'                     L4786:C22
  SEMI                    ';'                     L4786:C23
  ID                      'counter'               L4787:C9
  INC                     '++'                    L4787:C16
  SEMI                    ';'                     L4787:C18
  RBRACE                  '}'                     L4788:C5
  IF                      'if'                    L4790:C5
  LPAREN                  '('                     L4790:C8
  ID                      'x'                     L4790:C9
  EQ                      '=='                    L4790:C11
  ID                      'y'                     L4790:C14
  OR                      '||'                    L4790:C16
  ID                      'x'                     L4790:C19
  NEQ                     '!='                    L4790:C21
  INT_LIT                 '0'                     L4790:C24
  RPAREN                  ')'                     L4790:C25
  LBRACE                  '{'                     L4790:C27
  ID                      'x'                     L4791:C9
  PLUS_ASSIGN             '+='                    L4791:C11
  INT_LIT                 '10'                    L4791:C14
  SEMI                    ';'                     L4791:C16
  ID                      'y'                     L4792:C9
  MINUS_ASSIGN            '-='                    L4792:C11
  INT_LIT                 '5'                     L4792:C14
  SEMI                    ';'                     L4792:C15
  RBRACE                  '}'                     L4793:C5
  ELSE                    'else'                  L4793:C7
  LBRACE                  '{'                     L4793:C12
  ID                      'x'                     L4794:C9
  TIMES_ASSIGN            '*='                    L4794:C11
  INT_LIT                 '2'                     L4794:C14
  SEMI                    ';'                     L4794:C15
  ID                      'y'                     L4795:C9
  DIV_ASSIGN              '/='                    L4795:C11
  INT_LIT                 '3'                     L4795:C14
  SEMI                    ';'                     L4795:C15
  RBRACE                  '}'                     L4796:C5
  WHILE                   'while'                 L4798:C5
  LPAREN                  '('                     L4798:C11
  ID                      'y'                     L4798:C12
  GT                      '>'                     L4798:C14
  INT_LIT                 '0'                     L4798:C16
  AND                     '&&'                    L4798:C18
  ID                      'x'                     L4798:C21
  LT                      '<'                     L4798:C23
  INT_LIT                 '100'                   L4798:C25
  RPAREN                  ')'                     L4798:C28
  LBRACE                  '{'                     L4798:C30
  ID                      'y'                     L4799:C9
  DEC                     '--'                    L4799:C10
  SEMI                    ';'                     L4799:C12
  ID                      'x'                     L4800:C9
  INC                     '++'                    L4800:C10
  SEMI                    ';'                     L4800:C12
  IF                      'if'                    L4801:C9
  LPAREN                  '('                     L4801:C12
  ID                      'y'                     L4801:C13
  MOD                     '%'                     L4801:C15
  INT_LIT                 '2'                     L4801:C17
  EQ                      '=='                    L4801:C19
  INT_LIT                 '0'                     L4801:C22
  RPAREN                  ')'                     L4801:C23
  LBRACE                  '{'                     L4801:C25
  CONTINUE                'continue'              L4802:C13
  SEMI                    ';'                     L4802:C21
  RBRACE                  '}'                     L4803:C9
  IF                      'if'                    L4804:C9
  LPAREN                  '('                     L4804:C12
  ID                      'x'                     L4804:C13
  GT                      '>'                     L4804:C15
  INT_LIT                 '50'                    L4804:C17
  RPAREN                  ')'                     L4804:C19
  LBRACE                  '{'                     L4804:C21
  BREAK                   'break'                 L4805:C13
  SEMI                    ';'                     L4805:C18
  RBRACE                  '}'                     L4806:C9
  RBRACE                  '}'                     L4807:C5
  T_INT                   'int'                   L4809:C5
  ID                      'result'                L4809:C9
  ASSIGN                  '='                     L4809:C16
  ID                      'factorial'             L4809:C18
  LPAREN                  '('                     L4809:C27
  INT_LIT                 '5'                     L4809:C28
  RPAREN                  ')'                     L4809:C29
  SEMI                    ';'                     L4809:C30
  ID                      'Point'                 L4810:C5
  ID                      'p'                     L4810:C11
  SEMI                    ';'                     L4810:C12
  ID                      'p'                     L4811:C5
  DOT                     '.'                     L4811:C6
  ID                      'x'                     L4811:C7
  ASSIGN                  '='                     L4811:C9
  ID                      'result'                L4811:C11
  SEMI                    ';'                     L4811:C17
  ID                      'p'                     L4812:C5
  DOT                     '.'                     L4812:C6
  ID                      'y'                     L4812:C7
  ASSIGN                  '='                     L4812:C9
  ID                      'counter'               L4812:C11
  SEMI                    ';'                     L4812:C18
  ID                      'bool'                  L4814:C5
  ID                      'flag'                  L4814:C10
  ASSIGN                  '='                     L4814:C15
  TRUE                    'true'                  L4814:C17
  SEMI                    ';'                     L4814:C21
  IF                      'if'                    L4815:C5
  LPAREN                  '('                     L4815:C8
  NOT                     '!'                     L4815:C9
  ID                      'flag'                  L4815:C10
  OR                      '||'                    L4815:C15
  ID                      'result'                L4815:C18
  EQ                      '=='                    L4815:C25
  NULL_KW                 'null'                  L4815:C28
  RPAREN                  ')'                     L4815:C32
  LBRACE                  '{'                     L4815:C34
  RETURN                  'return'                L4816:C9
  INT_LIT                 '0'                     L4816:C16
  SEMI                    ';'                     L4816:C17
  RBRACE                  '}'                     L4817:C5
  T_INT                   'int'                   L4819:C5
  ID                      'shifted'               L4819:C9
  ASSIGN                  '='                     L4819:C17
  ID                      'x'                     L4819:C19
  LSHIFT                  '<<'                    L4819:C21
  INT_LIT                 '2'                     L4819:C24
  SEMI                    ';'                     L4819:C25
  ID                      'shifted'               L4820:C5
  ASSIGN                  '='                     L4820:C13
  ID                      'shifted'               L4820:C15
  RSHIFT                  '>>'                    L4820:C23
  INT_LIT                 '1'                     L4820:C26
  SEMI                    ';'                     L4820:C27
  RETURN                  'return'                L4822:C5
  ID                      'result'                L4822:C12
  SEMI                    ';'                     L4822:C18
  RBRACE                  '}'                     L4823:C1
  STRUCT                  'struct'                L4825:C1
  ID                      'Point'                 L4825:C8
  LBRACE                  '{'                     L4825:C14
  T_INT                   'int'                   L4826:C5
  ID                      'x'                     L4826:C9
  SEMI                    ';'                     L4826:C10
  T_INT                   'int'                   L4827:C5
  ID                      'y'                     L4827:C9
  SEMI                    ';'                     L4827:C10
  RBRACE                  '}'                     L4828:C1
  SEMI                    ';'                     L4828:C2
  CONST                   'const'                 L4830:C1
  T_FLOAT                 'float'                 L4830:C7
  ID                      'PI'                    L4830:C13
  ASSIGN                  '='                     L4830:C16
  FLOAT_LIT               '3.14'                  L4830:C18
  SEMI                    ';'                     L4830:C22
  T_INT                   'int'                   L4831:C1
  ID                      'counter'               L4831:C5
  ASSIGN                  '='                     L4831:C13
  INT_LIT                 '0'                     L4831:C15
  SEMI                    ';'                     L4831:C16
  T_INT                   'int'                   L4832:C1
  ID                      'arr'                   L4832:C5
  LBRACKET                '['                     L4832:C8
  INT_LIT                 '10'                    L4832:C9
  RBRACKET                ']'                     L4832:C11
  SEMI                    ';'                     L4832:C12
  T_VOID                  'void'                  L4834:C1
  ID                      'swap'                  L4834:C6
  LPAREN                  '('                     L4834:C10
  T_INT                   'int'                   L4834:C11
  ID                      'a'                     L4834:C15
  COMMA                   ','                     L4834:C16
  T_INT                   'int'                   L4834:C18
  ID                      'b'                     L4834:C22
  RPAREN                  ')'                     L4834:C23
  LBRACE                  '{'                     L4834:C25
  T_INT                   'int'                   L4835:C5
  ID                      'temp'                  L4835:C9
  ASSIGN                  '='                     L4835:C14
  ID                      'a'                     L4835:C16
  SEMI                    ';'                     L4835:C17
  ID                      'a'                     L4836:C5
  ASSIGN                  '='                     L4836:C7
  ID                      'b'                     L4836:C9
  SEMI                    ';'                     L4836:C10
  ID                      'b'                     L4837:C5
  ASSIGN                  '='                     L4837:C7
  ID                      'temp'                  L4837:C9
  SEMI                    ';'                     L4837:C13
  RBRACE                  '}'                     L4838:C1
  T_INT                   'int'                   L4840:C1
  ID                      'factorial'             L4840:C5
  LPAREN                  '('                     L4840:C14
  T_INT                   'int'                   L4840:C15
  ID                      'n'                     L4840:C19
  RPAREN                  ')'                     L4840:C20
  LBRACE                  '{'                     L4840:C22
  IF                      'if'                    L4841:C5
  LPAREN                  '('                     L4841:C8
  ID                      'n'                     L4841:C9
  LEQ                     '<='                    L4841:C11
  INT_LIT                 '1'                     L4841:C14
  RPAREN                  ')'                     L4841:C15
  LBRACE                  '{'                     L4841:C17
  RETURN                  'return'                L4842:C9
  INT_LIT                 '1'                     L4842:C16
  SEMI                    ';'                     L4842:C17
  RBRACE                  '}'                     L4843:C5
  RETURN                  'return'                L4844:C5
  ID                      'n'                     L4844:C12
  TIMES                   '*'                     L4844:C14
  ID                      'factorial'             L4844:C16
  LPAREN                  '('                     L4844:C25
  ID                      'n'                     L4844:C26
  MINUS                   '-'                     L4844:C28
  INT_LIT                 '1'                     L4844:C30
  RPAREN                  ')'                     L4844:C31
  SEMI                    ';'                     L4844:C32
  RBRACE                  '}'                     L4845:C1
  T_INT                   'int'                   L4847:C1
  ID                      'main'                  L4847:C5
  LPAREN                  '('                     L4847:C9
  RPAREN                  ')'                     L4847:C10
  LBRACE                  '{'                     L4847:C12
  T_INT                   'int'                   L4848:C5
  ID                      'x'                     L4848:C9
  ASSIGN                  '='                     L4848:C11
  HEX_LIT                 '0xFF'                  L4848:C13
  SEMI                    ';'                     L4848:C17
  T_INT                   'int'                   L4849:C5
  ID                      'y'                     L4849:C9
  ASSIGN                  '='                     L4849:C11
  INT_LIT                 '42'                    L4849:C13
  SEMI                    ';'                     L4849:C15
  T_FLOAT                 'float'                 L4850:C5
  ID                      'z'                     L4850:C11
  ASSIGN                  '='                     L4850:C13
  FLOAT_LIT               '1.5'                   L4850:C15
  SEMI                    ';'                     L4850:C18
  FOR                     'for'                   L4852:C5
  LPAREN                  '('                     L4852:C9
  T_INT                   'int'                   L4852:C10
  ID                      'i'                     L4852:C14
  ASSIGN                  '='                     L4852:C16
  INT_LIT                 '0'                     L4852:C18
  SEMI                    ';'                     L4852:C19
  ID                      'i'                     L4852:C21
  LT                      '<'                     L4852:C23
  INT_LIT                 '10'                    L4852:C25
  SEMI                    ';'                     L4852:C27
  ID                      'i'                     L4852:C29
  INC                     '++'                    L4852:C30
  RPAREN                  ')'                     L4852:C32
  LBRACE                  '{'                     L4852:C34
  ID                      'arr'                   L4853:C9
  LBRACKET                '['                     L4853:C12
  ID                      'i'                     L4853:C13
  RBRACKET                ']'                     L4853:C14
  ASSIGN                  '='                     L4853:C16
  ID                      'i'                     L4853:C18
  TIMES                   '*'                     L4853:C20
  INT_LIT                 '2'                     L4853:C22
  SEMI                    ';'                     L4853:C23
  ID                      'counter'               L4854:C9
  INC                     '++'                    L4854:C16
  SEMI                    ';'                     L4854:C18
  RBRACE                  '}'                     L4855:C5
  IF                      'if'                    L4857:C5
  LPAREN                  '('                     L4857:C8
  ID                      'x'                     L4857:C9
  EQ                      '=='                    L4857:C11
  ID                      'y'                     L4857:C14
  OR                      '||'                    L4857:C16
  ID                      'x'                     L4857:C19
  NEQ                     '!='                    L4857:C21
  INT_LIT                 '0'                     L4857:C24
  RPAREN                  ')'                     L4857:C25
  LBRACE                  '{'                     L4857:C27
  ID                      'x'                     L4858:C9
  PLUS_ASSIGN             '+='                    L4858:C11
  INT_LIT                 '10'                    L4858:C14
  SEMI                    ';'                     L4858:C16
  ID                      'y'                     L4859:C9
  MINUS_ASSIGN            '-='                    L4859:C11
  INT_LIT                 '5'                     L4859:C14
  SEMI                    ';'                     L4859:C15
  RBRACE                  '}'                     L4860:C5
  ELSE                    'else'                  L4860:C7
  LBRACE                  '{'                     L4860:C12
  ID                      'x'                     L4861:C9
  TIMES_ASSIGN            '*='                    L4861:C11
  INT_LIT                 '2'                     L4861:C14
  SEMI                    ';'                     L4861:C15
  ID                      'y'                     L4862:C9
  DIV_ASSIGN              '/='                    L4862:C11
  INT_LIT                 '3'                     L4862:C14
  SEMI                    ';'                     L4862:C15
  RBRACE                  '}'                     L4863:C5
  WHILE                   'while'                 L4865:C5
  LPAREN                  '('                     L4865:C11
  ID                      'y'                     L4865:C12
  GT                      '>'                     L4865:C14
  INT_LIT                 '0'                     L4865:C16
  AND                     '&&'                    L4865:C18
  ID                      'x'                     L4865:C21
  LT                      '<'                     L4865:C23
  INT_LIT                 '100'                   L4865:C25
  RPAREN                  ')'                     L4865:C28
  LBRACE                  '{'                     L4865:C30
  ID                      'y'                     L4866:C9
  DEC                     '--'                    L4866:C10
  SEMI                    ';'                     L4866:C12
  ID                      'x'                     L4867:C9
  INC                     '++'                    L4867:C10
  SEMI                    ';'                     L4867:C12
  IF                      'if'                    L4868:C9
  LPAREN                  '('                     L4868:C12
  ID                      'y'                     L4868:C13
  MOD                     '%'                     L4868:C15
  INT_LIT                 '2'                     L4868:C17
  EQ                      '=='                    L4868:C19
  INT_LIT                 '0'                     L4868:C22
  RPAREN                  ')'                     L4868:C23
  LBRACE                  '{'                     L4868:C25
  CONTINUE                'continue'              L4869:C13
  SEMI                    ';'                     L4869:C21
  RBRACE                  '}'                     L4870:C9
  IF                      'if'                    L4871:C9
  LPAREN                  '('                     L4871:C12
  ID                      'x'                     L4871:C13
  GT                      '>'                     L4871:C15
  INT_LIT                 '50'                    L4871:C17
  RPAREN                  ')'                     L4871:C19
  LBRACE                  '{'                     L4871:C21
  BREAK                   'break'                 L4872:C13
  SEMI                    ';'                     L4872:C18
  RBRACE                  '}'                     L4873:C9
  RBRACE                  '}'                     L4874:C5
  T_INT                   'int'                   L4876:C5
  ID                      'result'                L4876:C9
  ASSIGN                  '='                     L4876:C16
  ID                      'factorial'             L4876:C18
  LPAREN                  '('                     L4876:C27
  INT_LIT                 '5'                     L4876:C28
  RPAREN                  ')'                     L4876:C29
  SEMI                    ';'                     L4876:C30
  ID                      'Point'                 L4877:C5
  ID                      'p'                     L4877:C11
  SEMI                    ';'                     L4877:C12
  ID                      'p'                     L4878:C5
  DOT                     '.'                     L4878:C6
  ID                      'x'                     L4878:C7
  ASSIGN                  '='                     L4878:C9
  ID                      'result'                L4878:C11
  SEMI                    ';'                     L4878:C17
  ID                      'p'                     L4879:C5
  DOT                     '.'                     L4879:C6
  ID                      'y'                     L4879:C7
  ASSIGN                  '='                     L4879:C9
  ID                      'counter'               L4879:C11
  SEMI                    ';'                     L4879:C18
  ID                      'bool'                  L4881:C5
  ID                      'flag'                  L4881:C10
  ASSIGN                  '='                     L4881:C15
  TRUE                    'true'                  L4881:C17
  SEMI                    ';'                     L4881:C21
  IF                      'if'                    L4882:C5
  LPAREN                  '('                     L4882:C8
  NOT                     '!'                     L4882:C9
  ID                      'flag'                  L4882:C10
  OR                      '||'                    L4882:C15
  ID                      'result'                L4882:C18
  EQ                      '=='                    L4882:C25
  NULL_KW                 'null'                  L4882:C28
  RPAREN                  ')'                     L4882:C32
  LBRACE                  '{'                     L4882:C34
  RETURN                  'return'                L4883:C9
  INT_LIT                 '0'                     L4883:C16
  SEMI                    ';'                     L4883:C17
  RBRACE                  '}'                     L4884:C5
  T_INT                   'int'                   L4886:C5
  ID                      'shifted'               L4886:C9
  ASSIGN                  '='                     L4886:C17
  ID                      'x'                     L4886:C19
  LSHIFT                  '<<'                    L4886:C21
  INT_LIT                 '2'                     L4886:C24
  SEMI                    ';'                     L4886:C25
  ID                      'shifted'               L4887:C5
  ASSIGN                  '='                     L4887:C13
  ID                      'shifted'               L4887:C15
  RSHIFT                  '>>'                    L4887:C23
  INT_LIT                 '1'                     L4887:C26
  SEMI                    ';'                     L4887:C27
  RETURN                  'return'                L4889:C5
  ID                      'result'                L4889:C12
  SEMI                    ';'                     L4889:C18
  RBRACE                  '}'                     L4890:C1
  STRUCT                  'struct'                L4892:C1
  ID                      'Point'                 L4892:C8
  LBRACE                  '{'                     L4892:C14
  T_INT                   'int'                   L4893:C5
  ID                      'x'                     L4893:C9
  SEMI                    ';'                     L4893:C10
  T_INT                   'int'                   L4894:C5
  ID                      'y'                     L4894:C9
  SEMI                    ';'                     L4894:C10
  RBRACE                  '}'                     L4895:C1
  SEMI                    ';'                     L4895:C2
  CONST                   'const'                 L4897:C1
  T_FLOAT                 'float'                 L4897:C7
  ID                      'PI'                    L4897:C13
  ASSIGN                  '='                     L4897:C16
  FLOAT_LIT               '3.14'                  L4897:C18
  SEMI                    ';'                     L4897:C22
  T_INT                   'int'                   L4898:C1
  ID                      'counter'               L4898:C5
  ASSIGN                  '='                     L4898:C13
  INT_LIT                 '0'                     L4898:C15
  SEMI                    ';'                     L4898:C16
  T_INT                   'int'                   L4899:C1
  ID                      'arr'                   L4899:C5
  LBRACKET                '['                     L4899:C8
  INT_LIT                 '10'                    L4899:C9
  RBRACKET                ']'                     L4899:C11
  SEMI                    ';'                     L4899:C12
  T_VOID                  'void'                  L4901:C1
  ID                      'swap'                  L4901:C6
  LPAREN                  '('                     L4901:C10
  T_INT                   'int'                   L4901:C11
  ID                      'a'                     L4901:C15
  COMMA                   ','                     L4901:C16
  T_INT                   'int'                   L4901:C18
  ID                      'b'                     L4901:C22
  RPAREN                  ')'                     L4901:C23
  LBRACE                  '{'                     L4901:C25
  T_INT                   'int'                   L4902:C5
  ID                      'temp'                  L4902:C9
  ASSIGN                  '='                     L4902:C14
  ID                      'a'                     L4902:C16
  SEMI                    ';'                     L4902:C17
  ID                      'a'                     L4903:C5
  ASSIGN                  '='                     L4903:C7
  ID                      'b'                     L4903:C9
  SEMI                    ';'                     L4903:C10
  ID                      'b'                     L4904:C5
  ASSIGN                  '='                     L4904:C7
  ID                      'temp'                  L4904:C9
  SEMI                    ';'                     L4904:C13
  RBRACE                  '}'                     L4905:C1
  T_INT                   'int'                   L4907:C1
  ID                      'factorial'             L4907:C5
  LPAREN                  '('                     L4907:C14
  T_INT                   'int'                   L4907:C15
  ID                      'n'                     L4907:C19
  RPAREN                  ')'                     L4907:C20
  LBRACE                  '{'                     L4907:C22
  IF                      'if'                    L4908:C5
  LPAREN                  '('                     L4908:C8
  ID                      'n'                     L4908:C9
  LEQ                     '<='                    L4908:C11
  INT_LIT                 '1'                     L4908:C14
  RPAREN                  ')'                     L4908:C15
  LBRACE                  '{'                     L4908:C17
  RETURN                  'return'                L4909:C9
  INT_LIT                 '1'                     L4909:C16
  SEMI                    ';'                     L4909:C17
  RBRACE                  '}'                     L4910:C5
  RETURN                  'return'                L4911:C5
  ID                      'n'                     L4911:C12
  TIMES                   '*'                     L4911:C14
  ID                      'factorial'             L4911:C16
  LPAREN                  '('                     L4911:C25
  ID                      'n'                     L4911:C26
  MINUS                   '-'                     L4911:C28
  INT_LIT                 '1'                     L4911:C30
  RPAREN                  ')'                     L4911:C31
  SEMI                    ';'                     L4911:C32
  RBRACE                  '}'                     L4912:C1
  T_INT                   'int'                   L4914:C1
  ID                      'main'                  L4914:C5
  LPAREN                  '('                     L4914:C9
  RPAREN                  ')'                     L4914:C10
  LBRACE                  '{'                     L4914:C12
  T_INT                   'int'                   L4915:C5
  ID                      'x'                     L4915:C9
  ASSIGN                  '='                     L4915:C11
  HEX_LIT                 '0xFF'                  L4915:C13
  SEMI                    ';'                     L4915:C17
  T_INT                   'int'                   L4916:C5
  ID                      'y'                     L4916:C9
  ASSIGN                  '='                     L4916:C11
  INT_LIT                 '42'                    L4916:C13
  SEMI                    ';'                     L4916:C15
  T_FLOAT                 'float'                 L4917:C5
  ID                      'z'                     L4917:C11
  ASSIGN                  '='                     L4917:C13
  FLOAT_LIT               '1.5'                   L4917:C15
  SEMI                    ';'                     L4917:C18
  FOR                     'for'                   L4919:C5
  LPAREN                  '('                     L4919:C9
  T_INT                   'int'                   L4919:C10
  ID                      'i'                     L4919:C14
  ASSIGN                  '='                     L4919:C16
  INT_LIT                 '0'                     L4919:C18
  SEMI                    ';'                     L4919:C19
  ID                      'i'                     L4919:C21
  LT                      '<'                     L4919:C23
  INT_LIT                 '10'                    L4919:C25
  SEMI                    ';'                     L4919:C27
  ID                      'i'                     L4919:C29
  INC                     '++'                    L4919:C30
  RPAREN                  ')'                     L4919:C32
  LBRACE                  '{'                     L4919:C34
  ID                      'arr'                   L4920:C9
  LBRACKET                '['                     L4920:C12
  ID                      'i'                     L4920:C13
  RBRACKET                ']'                     L4920:C14
  ASSIGN                  '='                     L4920:C16
  ID                      'i'                     L4920:C18
  TIMES                   '*'                     L4920:C20
  INT_LIT                 '2'                     L4920:C22
  SEMI                    ';'                     L4920:C23
  ID                      'counter'               L4921:C9
  INC                     '++'                    L4921:C16
  SEMI                    ';'                     L4921:C18
  RBRACE                  '}'                     L4922:C5
  IF                      'if'                    L4924:C5
  LPAREN                  '('                     L4924:C8
  ID                      'x'                     L4924:C9
  EQ                      '=='                    L4924:C11
  ID                      'y'                     L4924:C14
  OR                      '||'                    L4924:C16
  ID                      'x'                     L4924:C19
  NEQ                     '!='                    L4924:C21
  INT_LIT                 '0'                     L4924:C24
  RPAREN                  ')'                     L4924:C25
  LBRACE                  '{'                     L4924:C27
  ID                      'x'                     L4925:C9
  PLUS_ASSIGN             '+='                    L4925:C11
  INT_LIT                 '10'                    L4925:C14
  SEMI                    ';'                     L4925:C16
  ID                      'y'                     L4926:C9
  MINUS_ASSIGN            '-='                    L4926:C11
  INT_LIT                 '5'                     L4926:C14
  SEMI                    ';'                     L4926:C15
  RBRACE                  '}'                     L4927:C5
  ELSE                    'else'                  L4927:C7
  LBRACE                  '{'                     L4927:C12
