Token('STRUCT', 'struct', line=1, col=1)
Token('ID', 'main', line=5048, col=5)
Token('LPAREN', '(', line=5048, col=9)
Token('RPAREN', ')', line=5048, col=10)
Token('LBRACE', '{', line=5048, col=12)
Token('T_INT', 'int', line=5049, col=5)
Token('ID', 'x', line=5049, col=9)
Token('ASSIGN', '=', line=5049, col=11)
Token('HEX_LIT', '0xFF', line=5049, col=13)
Token('SEMI', ';', line=5049, col=17)
Token('T_INT', 'int', line=5050, col=5)
Token('ID', 'y', line=5050, col=9)
Token('ASSIGN', '=', line=5050, col=11)
Token('INT_LIT', '42', line=5050, col=13)
Token('SEMI', ';', line=5050, col=15)
Token('T_FLOAT', 'float', line=5051, col=5)
Token('ID', 'z', line=5051, col=11)
Token('ASSIGN', '=', line=5051, col=13)
Token('FLOAT_LIT', '1.5', line=5051, col=15)
Token('SEMI', ';', line=5051, col=18)
Token('FOR', 'for', line=5053, col=5)
Token('LPAREN', '(', line=5053, col=9)
Token('T_INT', 'int', line=5053, col=10)
Token('ID', 'i', line=5053, col=14)
Token('ASSIGN', '=', line=5053, col=16)
Token('INT_LIT', '0', line=5053, col=18)
Token('SEMI', ';', line=5053, col=19)
Token('ID', 'i', line=5053, col=21)
Token('LT', '<', line=5053, col=23)
Token('INT_LIT', '10', line=5053, col=25)
Token('SEMI', ';', line=5053, col=27)
Token('ID', 'i', line=5053, col=29)
Token('INC', '++', line=5053, col=30)
Token('RPAREN', ')', line=5053, col=32)
Token('LBRACE', '{', line=5053, col=34)
Token('ID', 'arr', line=5054, col=9)
Token('LBRACKET', '[', line=5054, col=12)
Token('ID', 'i', line=5054, col=13)
Token('RBRACKET', ']', line=5054, col=14)
Token('ASSIGN', '=', line=5054, col=16)
Token('ID', 'i', line=5054, col=18)
Token('TIMES', '*', line=5054, col=20)
Token('INT_LIT', '2', line=5054, col=22)
Token('SEMI', ';', line=5054, col=23)
Token('ID', 'counter', line=5055, col=9)
Token('INC', '++', line=5055, col=16)
Token('SEMI', ';', line=5055, col=18)
Token('RBRACE', '}', line=5056, col=5)
Token('IF', 'if', line=5058, col=5)
Token('LPAREN', '(', line=5058, col=8)
Token('ID', 'x', line=5058, col=9)
Token('EQ', '==', line=5058, col=11)
Token('ID', 'y', line=5058, col=14)
Token('OR', '||', line=5058, col=16)
Token('ID', 'x', line=5058, col=19)
Token('NEQ', '!=', line=5058, col=21)
Token('INT_LIT', '0', line=5058, col=24)
Token('RPAREN', ')', line=5058, col=25)
Token('LBRACE', '{', line=5058, col=27)
Token('ID', 'x', line=5059, col=9)
Token('PLUS_ASSIGN', '+=', line=5059, col=11)
Token('INT_LIT', '10', line=5059, col=14)
Token('SEMI', ';', line=5059, col=16)
Token('ID', 'y', line=5060, col=9)
Token('MINUS_ASSIGN', '-=', line=5060, col=11)
Token('INT_LIT', '5', line=5060, col=14)
Token('SEMI', ';', line=5060, col=15)
Token('RBRACE', '}', line=5061, col=5)
Token('ELSE', 'else', line=5061, col=7)
Token('LBRACE', '{', line=5061, col=12)
Token('ID', 'x', line=5062, col=9)
Token('TIMES_ASSIGN', '*=', line=5062, col=11)
Token('INT_LIT', '2', line=5062, col=14)
Token('SEMI', ';', line=5062, col=15)
Token('ID', 'y', line=5063, col=9)
Token('DIV_ASSIGN', '/=', line=5063, col=11)
Token('INT_LIT', '3', line=5063, col=14)
Token('SEMI', ';', line=5063, col=15)
Token('RBRACE', '}', line=5064, col=5)
Token('WHILE', 'while', line=5066, col=5)
Token('LPAREN', '(', line=5066, col=11)
Token('ID', 'y', line=5066, col=12)
Token('GT', '>', line=5066, col=14)
Token('INT_LIT', '0', line=5066, col=16)
Token('AND', '&&', line=5066, col=18)
Token('ID', 'x', line=5066, col=21)
Token('LT', '<', line=5066, col=23)
Token('INT_LIT', '100', line=5066, col=25)
Token('RPAREN', ')', line=5066, col=28)
Token('LBRACE', '{', line=5066, col=30)
Token('ID', 'y', line=5067, col=9)
Token('DEC', '--', line=5067, col=10)
Token('SEMI', ';', line=5067, col=12)
Token('ID', 'x', line=5068, col=9)
Token('INC', '++', line=5068, col=10)
Token('SEMI', ';', line=5068, col=12)
Token('IF', 'if', line=5069, col=9)
Token('LPAREN', '(', line=5069, col=12)
Token('ID', 'y', line=5069, col=13)
Token('MOD', '%', line=5069, col=15)
Token('INT_LIT', '2', line=5069, col=17)
Token('EQ', '==', line=5069, col=19)
Token('INT_LIT', '0', line=5069, col=22)
Token('RPAREN', ')', line=5069, col=23)
Token('LBRACE', '{', line=5069, col=25)
Token('CONTINUE', 'continue', line=5070, col=13)
Token('SEMI', ';', line=5070, col=21)
Token('RBRACE', '}', line=5071, col=9)
Token('IF', 'if', line=5072, col=9)
Token('LPAREN', '(', line=5072, col=12)
Token('ID', 'x', line=5072, col=13)
Token('GT', '>', line=5072, col=15)
Token('INT_LIT', '50', line=5072, col=17)
Token('RPAREN', ')', line=5072, col=19)
Token('LBRACE', '{', line=5072, col=21)
Token('BREAK', 'break', line=5073, col=13)
Token('SEMI', ';', line=5073, col=18)
Token('RBRACE', '}', line=5074, col=9)
Token('RBRACE', '}', line=5075, col=5)
Token('T_INT', 'int', line=5077, col=5)
Token('ID', 'result', line=5077, col=9)
Token('ASSIGN', '=', line=5077, col=16)
Token('ID', 'factorial', line=5077, col=18)
Token('LPAREN', '(', line=5077, col=27)
Token('INT_LIT', '5', line=5077, col=28)
Token('RPAREN', ')', line=5077, col=29)
Token('SEMI', ';', line=5077, col=30)
Token('ID', 'Point', line=5078, col=5)
Token('ID', 'p', line=5078, col=11)
Token('SEMI', ';', line=5078, col=12)
Token('ID', 'p', line=5079, col=5)
Token('DOT', '.', line=5079, col=6)
Token('ID', 'x', line=5079, col=7)
Token('ASSIGN', '=', line=5079, col=9)
Token('ID', 'result', line=5079, col=11)
Token('SEMI', ';', line=5079, col=17)
Token('ID', 'p', line=5080, col=5)
Token('DOT', '.', line=5080, col=6)
Token('ID', 'y', line=5080, col=7)
Token('ASSIGN', '=', line=5080, col=9)
Token('ID', 'counter', line=5080, col=11)
Token('SEMI', ';', line=5080, col=18)
Token('ID', 'bool', line=5082, col=5)
Token('ID', 'flag', line=5082, col=10)
Token('ASSIGN', '=', line=5082, col=15)
Token('TRUE', 'true', line=5082, col=17)
Token('SEMI', ';', line=5082, col=21)
Token('IF', 'if', line=5083, col=5)
Token('LPAREN', '(', line=5083, col=8)
Token('NOT', '!', line=5083, col=9)
Token('ID', 'flag', line=5083, col=10)
Token('OR', '||', line=5083, col=15)
Token('ID', 'result', line=5083, col=18)
Token('EQ', '==', line=5083, col=25)
Token('NULL_KW', 'null', line=5083, col=28)
Token('RPAREN', ')', line=5083, col=32)
Token('LBRACE', '{', line=5083, col=34)
Token('RETURN', 'return', line=5084, col=9)
Token('INT_LIT', '0', line=5084, col=16)
Token('SEMI', ';', line=5084, col=17)
Token('RBRACE', '}', line=5085, col=5)
Token('T_INT', 'int', line=5087, col=5)
Token('ID', 'shifted', line=5087, col=9)
Token('ASSIGN', '=', line=5087, col=17)
Token('ID', 'x', line=5087, col=19)
Token('LSHIFT', '<<', line=5087, col=21)
Token('INT_LIT', '2', line=5087, col=24)
Token('SEMI', ';', line=5087, col=25)
Token('ID', 'shifted', line=5088, col=5)
Token('ASSIGN', '=', line=5088, col=13)
Token('ID', 'shifted', line=5088, col=15)
Token('RSHIFT', '>>', line=5088, col=23)
Token('INT_LIT', '1', line=5088, col=26)
Token('SEMI', ';', line=5088, col=27)
Token('RETURN', 'return', line=5090, col=5)
Token('ID', 'result', line=5090, col=12)
Token('SEMI', ';', line=5090, col=18)
Token('RBRACE', '}', line=5091, col=1)
Token('STRUCT', 'struct', line=5093, col=1)
Token('ID', 'Point', line=5093, col=8)
Token('LBRACE', '{', line=5093, col=14)
Token('T_INT', 'int', line=5094, col=5)
Token('ID', 'x', line=5094, col=9)
Token('SEMI', ';', line=5094, col=10)
Token('T_INT', 'int', line=5095, col=5)
Token('ID', 'y', line=5095, col=9)
Token('SEMI', ';', line=5095, col=10)
Token('RBRACE', '}', line=5096, col=1)
Token('SEMI', ';', line=5096, col=2)
Token('CONST', 'const', line=5098, col=1)
Token('T_FLOAT', 'float', line=5098, col=7)
Token('ID', 'PI', line=5098, col=13)
Token('ASSIGN', '=', line=5098, col=16)
Token('FLOAT_LIT', '3.14', line=5098, col=18)
Token('SEMI', ';', line=5098, col=22)
Token('T_INT', 'int', line=5099, col=1)
Token('ID', 'counter', line=5099, col=5)
Token('ASSIGN', '=', line=5099, col=13)
Token('INT_LIT', '0', line=5099, col=15)
Token('SEMI', ';', line=5099, col=16)
Token('T_INT', 'int', line=5100, col=1)
Token('ID', 'arr', line=5100, col=5)
Token('LBRACKET', '[', line=5100, col=8)
Token('INT_LIT', '10', line=5100, col=9)
Token('RBRACKET', ']', line=5100, col=11)
Token('SEMI', ';', line=5100, col=12)
Token('T_VOID', 'void', line=5102, col=1)
Token('ID', 'swap', line=5102, col=6)
Token('LPAREN', '(', line=5102, col=10)
Token('T_INT', 'int', line=5102, col=11)
Token('ID', 'a', line=5102, col=15)
Token('COMMA', ',', line=5102, col=16)
Token('T_INT', 'int', line=5102, col=18)
Token('ID', 'b', line=5102, col=22)
Token('RPAREN', ')', line=5102, col=23)
Token('LBRACE', '{', line=5102, col=25)
Token('T_INT', 'int', line=5103, col=5)
Token('ID', 'temp', line=5103, col=9)
Token('ASSIGN', '=', line=5103, col=14)
Token('ID', 'a', line=5103, col=16)
Token('SEMI', ';', line=5103, col=17)
Token('ID', 'a', line=5104, col=5)
Token('ASSIGN', '=', line=5104, col=7)
Token('ID', 'b', line=5104, col=9)
Token('SEMI', ';', line=5104, col=10)
Token('ID', 'b', line=5105, col=5)
Token('ASSIGN', '=', line=5105, col=7)
Token('ID', 'temp', line=5105, col=9)
Token('SEMI', ';', line=5105, col=13)
Token('RBRACE', '}', line=5106, col=1)
Token('T_INT', 'int', line=5108, col=1)
Token('ID', 'factorial', line=5108, col=5)
Token('LPAREN', '(', line=5108, col=14)
Token('T_INT', 'int', line=5108, col=15)
Token('ID', 'n', line=5108, col=19)
Token('RPAREN', ')', line=5108, col=20)
Token('LBRACE', '{', line=5108, col=22)
Token('IF', 'if', line=5109, col=5)
Token('LPAREN', '(', line=5109, col=8)
Token('ID', 'n', line=5109, col=9)
Token('LEQ', '<=', line=5109, col=11)
Token('INT_LIT', '1', line=5109, col=14)
Token('RPAREN', ')', line=5109, col=15)
Token('LBRACE', '{', line=5109, col=17)
Token('RETURN', 'return', line=5110, col=9)
Token('INT_LIT', '1', line=5110, col=16)
Token('SEMI', ';', line=5110, col=17)
Token('RBRACE', '}', line=5111, col=5)
Token('RETURN', 'return', line=5112, col=5)
Token('ID', 'n', line=5112, col=12)
Token('TIMES', '*', line=5112, col=14)
Token('ID', 'factorial', line=5112, col=16)
Token('LPAREN', '(', line=5112, col=25)
Token('ID', 'n', line=5112, col=26)
Token('MINUS', '-', line=5112, col=28)
Token('INT_LIT', '1', line=5112, col=30)
Token('RPAREN', ')', line=5112, col=31)
Token('SEMI', ';', line=5112, col=32)
Token('RBRACE', '}', line=5113, col=1)
Token('T_INT', 'int', line=5115, col=1)
Token('ID', 'main', line=5115, col=5)
Token('LPAREN', '(', line=5115, col=9)
Token('RPAREN', ')', line=5115, col=10)
Token('LBRACE', '{', line=5115, col=12)
Token('T_INT', 'int', line=5116, col=5)
Token('ID', 'x', line=5116, col=9)
Token('ASSIGN', '=', line=5116, col=11)
Token('HEX_LIT', '0xFF', line=5116, col=13)
Token('SEMI', ';', line=5116, col=17)
Token('T_INT', 'int', line=5117, col=5)
Token('ID', 'y', line=5117, col=9)
Token('ASSIGN', '=', line=5117, col=11)
Token('INT_LIT', '42', line=5117, col=13)
Token('SEMI', ';', line=5117, col=15)
Token('T_FLOAT', 'float', line=5118, col=5)
Token('ID', 'z', line=5118, col=11)
Token('ASSIGN', '=', line=5118, col=13)
Token('FLOAT_LIT', '1.5', line=5118, col=15)
Token('SEMI', ';', line=5118, col=18)
Token('FOR', 'for', line=5120, col=5)
Token('LPAREN', '(', line=5120, col=9)
Token('T_INT', 'int', line=5120, col=10)
Token('ID', 'i', line=5120, col=14)
Token('ASSIGN', '=', line=5120, col=16)
Token('INT_LIT', '0', line=5120, col=18)
Token('SEMI', ';', line=5120, col=19)
Token('ID', 'i', line=5120, col=21)
Token('LT', '<', line=5120, col=23)
Token('INT_LIT', '10', line=5120, col=25)
Token('SEMI', ';', line=5120, col=27)
Token('ID', 'i', line=5120, col=29)
Token('INC', '++', line=5120, col=30)
Token('RPAREN', ')', line=5120, col=32)
Token('LBRACE', '{', line=5120, col=34)
Token('ID', 'arr', line=5121, col=9)
Token('LBRACKET', '[', line=5121, col=12)
Token('ID', 'i', line=5121, col=13)
Token('RBRACKET', ']', line=5121, col=14)
Token('ASSIGN', '=', line=5121, col=16)
Token('ID', 'i', line=5121, col=18)
Token('TIMES', '*', line=5121, col=20)
Token('INT_LIT', '2', line=5121, col=22)
Token('SEMI', ';', line=5121, col=23)
Token('ID', 'counter', line=5122, col=9)
Token('INC', '++', line=5122, col=16)
Token('SEMI', ';', line=5122, col=18)
Token('RBRACE', '}', line=5123, col=5)
Token('IF', 'if', line=5125, col=5)
Token('LPAREN', '(', line=5125, col=8)
Token('ID', 'x', line=5125, col=9)
Token('EQ', '==', line=5125, col=11)
Token('ID', 'y', line=5125, col=14)
Token('OR', '||', line=5125, col=16)
Token('ID', 'x', line=5125, col=19)
Token('NEQ', '!=', line=5125, col=21)
Token('INT_LIT', '0', line=5125, col=24)
Token('RPAREN', ')', line=5125, col=25)
Token('LBRACE', '{', line=5125, col=27)
Token('ID', 'x', line=5126, col=9)
Token('PLUS_ASSIGN', '+=', line=5126, col=11)
Token('INT_LIT', '10', line=5126, col=14)
Token('SEMI', ';', line=5126, col=16)
Token('ID', 'y', line=5127, col=9)
Token('MINUS_ASSIGN', '-=', line=5127, col=11)
Token('INT_LIT', '5', line=5127, col=14)
Token('SEMI', ';', line=5127, col=15)
Token('RBRACE', '}', line=5128, col=5)
Token('ELSE', 'else', line=5128, col=7)
Token('LBRACE', '{', line=5128, col=12)
Token('ID', 'x', line=5129, col=9)
Token('TIMES_ASSIGN', '*=', line=5129, col=11)
Token('INT_LIT', '2', line=5129, col=14)
Token('SEMI', ';', line=5129, col=15)
Token('ID', 'y', line=5130, col=9)
Token('DIV_ASSIGN', '/=', line=5130, col=11)
Token('INT_LIT', '3', line=5130, col=14)
Token('SEMI', ';', line=5130, col=15)
Token('RBRACE', '}', line=5131, col=5)
Token('WHILE', 'while', line=5133, col=5)
Token('LPAREN', '(', line=5133, col=11)
Token('ID', 'y', line=5133, col=12)
Token('GT', '>', line=5133, col=14)
Token('INT_LIT', '0', line=5133, col=16)
Token('AND', '&&', line=5133, col=18)
Token('ID', 'x', line=5133, col=21)
Token('LT', '<', line=5133, col=23)
Token('INT_LIT', '100', line=5133, col=25)
Token('RPAREN', ')', line=5133, col=28)
Token('LBRACE', '{', line=5133, col=30)
Token('ID', 'y', line=5134, col=9)
Token('DEC', '--', line=5134, col=10)
Token('SEMI', ';', line=5134, col=12)
Token('ID', 'x', line=5135, col=9)
Token('INC', '++', line=5135, col=10)
Token('SEMI', ';', line=5135, col=12)
Token('IF', 'if', line=5136, col=9)
Token('LPAREN', '(', line=5136, col=12)
Token('ID', 'y', line=5136, col=13)
Token('MOD', '%', line=5136, col=15)
Token('INT_LIT', '2', line=5136, col=17)
Token('EQ', '==', line=5136, col=19)
Token('INT_LIT', '0', line=5136, col=22)
Token('RPAREN', ')', line=5136, col=23)
Token('LBRACE', '{', line=5136, col=25)
Token('CONTINUE', 'continue', line=5137, col=13)
Token('SEMI', ';', line=5137, col=21)
Token('RBRACE', '}', line=5138, col=9)
Token('IF', 'if', line=5139, col=9)
Token('LPAREN', '(', line=5139, col=12)
Token('ID', 'x', line=5139, col=13)
Token('GT', '>', line=5139, col=15)
Token('INT_LIT', '50', line=5139, col=17)
Token('RPAREN', ')', line=5139, col=19)
Token('LBRACE', '{', line=5139, col=21)
Token('BREAK', 'break', line=5140, col=13)
Token('SEMI', ';', line=5140, col=18)
Token('RBRACE', '}', line=5141, col=9)
Token('RBRACE', '}', line=5142, col=5)
Token('T_INT', 'int', line=5144, col=5)
Token('ID', 'result', line=5144, col=9)
Token('ASSIGN', '=', line=5144, col=16)
Token('ID', 'factorial', line=5144, col=18)
Token('LPAREN', '(', line=5144, col=27)
Token('INT_LIT', '5', line=5144, col=28)
Token('RPAREN', ')', line=5144, col=29)
Token('SEMI', ';', line=5144, col=30)
Token('ID', 'Point', line=5145, col=5)
Token('ID', 'p', line=5145, col=11)
Token('SEMI', ';', line=5145, col=12)
Token('ID', 'p', line=5146, col=5)
Token('DOT', '.', line=5146, col=6)
Token('ID', 'x', line=5146, col=7)
Token('ASSIGN', '=', line=5146, col=9)
Token('ID', 'result', line=5146, col=11)
Token('SEMI', ';', line=5146, col=17)
Token('ID', 'p', line=5147, col=5)
Token('DOT', '.', line=5147, col=6)
Token('ID', 'y', line=5147, col=7)
Token('ASSIGN', '=', line=5147, col=9)
Token('ID', 'counter', line=5147, col=11)
Token('SEMI', ';', line=5147, col=18)
Token('ID', 'bool', line=5149, col=5)
Token('ID', 'flag', line=5149, col=10)
Token('ASSIGN', '=', line=5149, col=15)
Token('TRUE', 'true', line=5149, col=17)
Token('SEMI', ';', line=5149, col=21)
Token('IF', 'if', line=5150, col=5)
Token('LPAREN', '(', line=5150, col=8)
Token('NOT', '!', line=5150, col=9)
Token('ID', 'flag', line=5150, col=10)
Token('OR', '||', line=5150, col=15)
Token('ID', 'result', line=5150, col=18)
Token('EQ', '==', line=5150, col=25)
Token('NULL_KW', 'null', line=5150, col=28)
Token('RPAREN', ')', line=5150, col=32)
Token('LBRACE', '{', line=5150, col=34)
Token('RETURN', 'return', line=5151, col=9)
Token('INT_LIT', '0', line=5151, col=16)
Token('SEMI', ';', line=5151, col=17)
Token('RBRACE', '}', line=5152, col=5)
Token('T_INT', 'int', line=5154, col=5)
Token('ID', 'shifted', line=5154, col=9)
Token('ASSIGN', '=', line=5154, col=17)
Token('ID', 'x', line=5154, col=19)
Token('LSHIFT', '<<', line=5154, col=21)
Token('INT_LIT', '2', line=5154, col=24)
Token('SEMI', ';', line=5154, col=25)
Token('ID', 'shifted', line=5155, col=5)
Token('ASSIGN', '=', line=5155, col=13)
Token('ID', 'shifted', line=5155, col=15)
Token('RSHIFT', '>>', line=5155, col=23)
Token('INT_LIT', '1', line=5155, col=26)
Token('SEMI', ';', line=5155, col=27)
Token('RETURN', 'return', line=5157, col=5)
Token('ID', 'result', line=5157, col=12)
Token('SEMI', ';', line=5157, col=18)
Token('RBRACE', '}', line=5158, col=1)
Token('STRUCT', 'struct', line=5160, col=1)
Token('ID', 'Point', line=5160, col=8)
Token('LBRACE', '{', line=5160, col=14)
Token('T_INT', 'int', line=5161, col=5)
Token('ID', 'x', line=5161, col=9)
Token('SEMI', ';', line=5161, col=10)
Token('T_INT', 'int', line=5162, col=5)
Token('ID', 'y', line=5162, col=9)
Token('SEMI', ';', line=5162, col=10)
Token('RBRACE', '}', line=5163, col=1)
Token('SEMI', ';', line=5163, col=2)
Token('CONST', 'const', line=5165, col=1)
Token('T_FLOAT', 'float', line=5165, col=7)
Token('ID', 'PI', line=5165, col=13)
Token('ASSIGN', '=', line=5165, col=16)
Token('FLOAT_LIT', '3.14', line=5165, col=18)
Token('SEMI', ';', line=5165, col=22)
Token('T_INT', 'int', line=5166, col=1)
Token('ID', 'counter', line=5166, col=5)
Token('ASSIGN', '=', line=5166, col=13)
Token('INT_LIT', '0', line=5166, col=15)
Token('SEMI', ';', line=5166, col=16)
Token('T_INT', 'int', line=5167, col=1)
Token('ID', 'arr', line=5167, col=5)
Token('LBRACKET', '[', line=5167, col=8)
Token('INT_LIT', '10', line=5167, col=9)
Token('RBRACKET', ']', line=5167, col=11)
Token('SEMI', ';', line=5167, col=12)
Token('T_VOID', 'void', line=5169, col=1)
Token('ID', 'swap', line=5169, col=6)
Token('LPAREN', '(', line=5169, col=10)
Token('T_INT', 'int', line=5169, col=11)
Token('ID', 'a', line=5169, col=15)
Token('COMMA', ',', line=5169, col=16)
Token('T_INT', 'int', line=5169, col=18)
Token('ID', 'b', line=5169, col=22)
Token('RPAREN', ')', line=5169, col=23)
Token('LBRACE', '{', line=5169, col=25)
Token('T_INT', 'int', line=5170, col=5)
Token('ID', 'temp', line=5170, col=9)
Token('ASSIGN', '=', line=5170, col=14)
Token('ID', 'a', line=5170, col=16)
Token('SEMI', ';', line=5170, col=17)
Token('ID', 'a', line=5171, col=5)
Token('ASSIGN', '=', line=5171, col=7)
Token('ID', 'b', line=5171, col=9)
Token('SEMI', ';', line=5171, col=10)
Token('ID', 'b', line=5172, col=5)
Token('ASSIGN', '=', line=5172, col=7)
Token('ID', 'temp', line=5172, col=9)
Token('SEMI', ';', line=5172, col=13)
Token('RBRACE', '}', line=5173, col=1)
Token('T_INT', 'int', line=5175, col=1)
Token('ID', 'factorial', line=5175, col=5)
Token('LPAREN', '(', line=5175, col=14)
Token('T_INT', 'int', line=5175, col=15)
Token('ID', 'n', line=5175, col=19)
Token('RPAREN', ')', line=5175, col=20)
Token('LBRACE', '{', line=5175, col=22)
Token('IF', 'if', line=5176, col=5)
Token('LPAREN', '(', line=5176, col=8)
Token('ID', 'n', line=5176, col=9)
Token('LEQ', '<=', line=5176, col=11)
Token('INT_LIT', '1', line=5176, col=14)
Token('RPAREN', ')', line=5176, col=15)
Token('LBRACE', '{', line=5176, col=17)
Token('RETURN', 'return', line=5177, col=9)
Token('INT_LIT', '1', line=5177, col=16)
Token('SEMI', ';', line=5177, col=17)
Token('RBRACE', '}', line=5178, col=5)
Token('RETURN', 'return', line=5179, col=5)
Token('ID', 'n', line=5179, col=12)
Token('TIMES', '*', line=5179, col=14)
Token('ID', 'factorial', line=5179, col=16)
Token('LPAREN', '(', line=5179, col=25)
Token('ID', 'n', line=5179, col=26)
Token('MINUS', '-', line=5179, col=28)
Token('INT_LIT', '1', line=5179, col=30)
Token('RPAREN', ')', line=5179, col=31)
Token('SEMI', ';', line=5179, col=32)
Token('RBRACE', '}', line=5180, col=1)
Token('T_INT', 'int', line=5182, col=1)
Token('ID', 'main', line=5182, col=5)
Token('LPAREN', '(', line=5182, col=9)
Token('RPAREN', ')', line=5182, col=10)
Token('LBRACE', '{', line=5182, col=12)
Token('T_INT', 'int', line=5183, col=5)
Token('ID', 'x', line=5183, col=9)
Token('ASSIGN', '=', line=5183, col=11)
Token('HEX_LIT', '0xFF', line=5183, col=13)
Token('SEMI', ';', line=5183, col=17)
Token('T_INT', 'int', line=5184, col=5)
Token('ID', 'y', line=5184, col=9)
Token('ASSIGN', '=', line=5184, col=11)
Token('INT_LIT', '42', line=5184, col=13)
Token('SEMI', ';', line=5184, col=15)
Token('T_FLOAT', 'float', line=5185, col=5)
Token('ID', 'z', line=5185, col=11)
Token('ASSIGN', '=', line=5185, col=13)
Token('FLOAT_LIT', '1.5', line=5185, col=15)
Token('SEMI', ';', line=5185, col=18)
Token('FOR', 'for', line=5187, col=5)
Token('LPAREN', '(', line=5187, col=9)
Token('T_INT', 'int', line=5187, col=10)
Token('ID', 'i', line=5187, col=14)
Token('ASSIGN', '=', line=5187, col=16)
Token('INT_LIT', '0', line=5187, col=18)
Token('SEMI', ';', line=5187, col=19)
Token('ID', 'i', line=5187, col=21)
Token('LT', '<', line=5187, col=23)
Token('INT_LIT', '10', line=5187, col=25)
Token('SEMI', ';', line=5187, col=27)
Token('ID', 'i', line=5187, col=29)
Token('INC', '++', line=5187, col=30)
Token('RPAREN', ')', line=5187, col=32)
Token('LBRACE', '{', line=5187, col=34)
Token('ID', 'arr', line=5188, col=9)
Token('LBRACKET', '[', line=5188, col=12)
Token('ID', 'i', line=5188, col=13)
Token('RBRACKET', ']', line=5188, col=14)
Token('ASSIGN', '=', line=5188, col=16)
Token('ID', 'i', line=5188, col=18)
Token('TIMES', '*', line=5188, col=20)
Token('INT_LIT', '2', line=5188, col=22)
Token('SEMI', ';', line=5188, col=23)
Token('ID', 'counter', line=5189, col=9)
Token('INC', '++', line=5189, col=16)
Token('SEMI', ';', line=5189, col=18)
Token('RBRACE', '}', line=5190, col=5)
Token('IF', 'if', line=5192, col=5)
Token('LPAREN', '(', line=5192, col=8)
Token('ID', 'x', line=5192, col=9)
Token('EQ', '==', line=5192, col=11)
Token('ID', 'y', line=5192, col=14)
Token('OR', '||', line=5192, col=16)
Token('ID', 'x', line=5192, col=19)
Token('NEQ', '!=', line=5192, col=21)
Token('INT_LIT', '0', line=5192, col=24)
Token('RPAREN', ')', line=5192, col=25)
Token('LBRACE', '{', line=5192, col=27)
Token('ID', 'x', line=5193, col=9)
Token('PLUS_ASSIGN', '+=', line=5193, col=11)
Token('INT_LIT', '10', line=5193, col=14)
Token('SEMI', ';', line=5193, col=16)
Token('ID', 'y', line=5194, col=9)
Token('MINUS_ASSIGN', '-=', line=5194, col=11)
Token('INT_LIT', '5', line=5194, col=14)
Token('SEMI', ';', line=5194, col=15)
Token('RBRACE', '}', line=5195, col=5)
Token('ELSE', 'else', line=5195, col=7)
Token('LBRACE', '{', line=5195, col=12)
Token('ID', 'x', line=5196, col=9)
Token('TIMES_ASSIGN', '*=', line=5196, col=11)
Token('INT_LIT', '2', line=5196, col=14)
Token('SEMI', ';', line=5196, col=15)
Token('ID', 'y', line=5197, col=9)
Token('DIV_ASSIGN', '/=', line=5197, col=11)
Token('INT_LIT', '3', line=5197, col=14)
Token('SEMI', ';', line=5197, col=15)
Token('RBRACE', '}', line=5198, col=5)
Token('WHILE', 'while', line=5200, col=5)
Token('LPAREN', '(', line=5200, col=11)
Token('ID', 'y', line=5200, col=12)
Token('GT', '>', line=5200, col=14)
Token('INT_LIT', '0', line=5200, col=16)
Token('AND', '&&', line=5200, col=18)
Token('ID', 'x', line=5200, col=21)
Token('LT', '<', line=5200, col=23)
Token('INT_LIT', '100', line=5200, col=25)
Token('RPAREN', ')', line=5200, col=28)
Token('LBRACE', '{', line=5200, col=30)
Token('ID', 'y', line=5201, col=9)
Token('DEC', '--', line=5201, col=10)
Token('SEMI', ';', line=5201, col=12)
Token('ID', 'x', line=5202, col=9)
Token('INC', '++', line=5202, col=10)
Token('SEMI', ';', line=5202, col=12)
Token('IF', 'if', line=5203, col=9)
Token('LPAREN', '(', line=5203, col=12)
Token('ID', 'y', line=5203, col=13)
Token('MOD', '%', line=5203, col=15)
Token('INT_LIT', '2', line=5203, col=17)
Token('EQ', '==', line=5203, col=19)
Token('INT_LIT', '0', line=5203, col=22)
Token('RPAREN', ')', line=5203, col=23)
Token('LBRACE', '{', line=5203, col=25)
Token('CONTINUE', 'continue', line=5204, col=13)
Token('SEMI', ';', line=5204, col=21)
Token('RBRACE', '}', line=5205, col=9)
Token('IF', 'if', line=5206, col=9)
Token('LPAREN', '(', line=5206, col=12)
Token('ID', 'x', line=5206, col=13)
Token('GT', '>', line=5206, col=15)
Token('INT_LIT', '50', line=5206, col=17)
Token('RPAREN', ')', line=5206, col=19)
Token('LBRACE', '{', line=5206, col=21)
Token('BREAK', 'break', line=5207, col=13)
Token('SEMI', ';', line=5207, col=18)
Token('RBRACE', '}', line=5208, col=9)
Token('RBRACE', '}', line=5209, col=5)
Token('T_INT', 'int', line=5211, col=5)
Token('ID', 'result', line=5211, col=9)
Token('ASSIGN', '=', line=5211, col=16)
Token('ID', 'factorial', line=5211, col=18)
Token('LPAREN', '(', line=5211, col=27)
Token('INT_LIT', '5', line=5211, col=28)
Token('RPAREN', ')', line=5211, col=29)
Token('SEMI', ';', line=5211, col=30)
Token('ID', 'Point', line=5212, col=5)
